Company,Job,Type,Salary,Link
EA RECRUITMENT PTE. LTD.,Application Engineer ( IT Software | 5 days | Central ),Permanent,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/engineering/application-engineer-ea-recruitment-c14837908300f00aa0b394b87d749473?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Engineer - Maintenance SCADA / DMS) systems,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/engineer-maintenance-scada-dms-systems-recruitflash-aa4e7bf9c44e7fa419f7cce95a4c3851?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineers / Project Engineer – Maintenance / SCADA project / ( Junior / Entry level),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineers-project-engineer-%E2%80%93-maintenance-scada-project-recruitflash-5f5a57ab94623a8b118e1f1bd8608c4f?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Projects Engineers / Electrical Engineer – Maintenance ]Engineer ( Diploma / Degree in E&E ) Entry level / Junior,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/projects-engineers-electrical-engineer-%E2%80%93-maintenance-engineer-entry-level-junior-recruitflash-2afc50f2d645e4e60a3b522bfc45cb90?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit) #URGENT,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-urgent-talent-trader-group-5859fa2e06e08f3077e12f7d302f8011?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Application Engineer (Software | IT | 5 days | Central ),Permanent,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/engineering/application-engineer-ea-recruitment-e7b852a964634f40c8c2212804bad061?source=MCF&event=Search
CVISTA HR CONSULTING PTE. LTD.,Software Development Engineer (MNC / 5 days / up to $4800),Permanent ...,"$4,200to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/software-development-engineer-cvista-hr-consulting-2c4fb8ccfcacee608388b8961ecca837?source=MCF&event=Search
BRAINDGE RECRUITMENT SOLUTIONS PTE. LTD.,Senior Frontend Engineer (React JS),Permanent ...,"$7,000to$8,200",https://www.mycareersfuture.gov.sg/job/information-technology/senior-frontend-engineer-braindge-recruitment-solutions-a03c0a877c00116f0c7d15b877b9d996?source=MCF&event=Search
ACCEO PTE. LTD.,"Junior Executive, System Network Engineer (Cloud, Software)",Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/junior-executive-system-network-engineer-acceo-1c648a2335cd9c61e833c19109c9a658?source=MCF&event=Search
CVISTA HR CONSULTING PTE. LTD.,Software Development Engineer (MNC / 5 days / up to $4800),Permanent ...,"$4,200to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/software-development-engineer-cvista-hr-consulting-423b3a4f1e97316bb3d14e6a66a055d7?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineers / Project Engineer – Maintenance / SCADA project / ( Junior / Entry level),Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineers-project-engineer-%E2%80%93-maintenance-scada-project-recruitflash-1af1590a031c532db597a16a0d956486?source=MCF&event=Search
CVISTA HR CONSULTING PTE. LTD.,Software Development Engineer (MNC / 5 days / up to $4800),Permanent ...,"$4,200to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/software-development-engineer-cvista-hr-consulting-ddd329b003f4de46b1a23d48f23b2102?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,200to$4,500",https://www.mycareersfuture.gov.sg/job/manufacturing/design-engineer-talent-trader-group-b60b1501814fdda3099da44cfaef13d2?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(W) Software Application Engineer / Applications Development Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-application-engineer-applications-development-engineer-jurong-island-recruit-lync-ef2d38147545a00e7b98d528007dc051?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Engineer - Maintenance SCADA / DMS) systems,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/engineer-maintenance-scada-dms-systems-recruitflash-7320b9a474f3b88ba8826129283f8011?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-b3ac274376a8570f20c1f898210f2343?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineers / Project Engineer – Maintenance / SCADA project / ( Junior / Entry level),Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineers-project-engineer-%E2%80%93-maintenance-scada-project-recruitflash-10eaf54ffec9e24f36a28cf20ad527ea?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Projects Engineers – Maintenance ( Diploma / Degree in E&E ) Entry level / Junior,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/projects-engineers-%E2%80%93-maintenance-entry-level-junior-recruitflash-5f6f804a5fe768b2f82418947434986b?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineers / Project Engineer – Maintenance / SCADA project / ( Junior / Entry level),Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineers-project-engineer-%E2%80%93-maintenance-scada-project-recruitflash-8b291006a3b4b7382690be1bddfe82da?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-5a375d04cbef2c10e83e652918e2dd64?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,IT Engineer [ Software Developer | EDI | Microsoft Dynamics Nav ] - 8890,Permanent ...,"$4,000to$5,600",https://www.mycareersfuture.gov.sg/job/information-technology/engineer-software-developer-edi-microsoft-dynamics-nav-8890-supreme-hr-advisory-114ed0578eec9a4b5607234ada1ee739?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-5d08f9d264216ade679087f94ff86e20?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Engineer - Maintenance SCADA / DMS) systems,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/engineer-maintenance-scada-dms-systems-recruitflash-1b719f96373fc93911ee1ec7e446900b?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Senior / Design Engineer (AutoCAD Software / Revit) - URGENT,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/senior-design-engineer-urgent-talent-trader-group-24e07f43e0f347c3d0f2280d18480573?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,MNC Assistant Engineers / El.ectrical Engineers / SCADA Engineer – Maintenance / Junior Entry Level,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/mnc-assistant-engineers-electrical-engineers-scada-engineer-%E2%80%93-maintenance-junior-entry-level-recruitflash-9abab938dd67ebc42331b03e8c410839?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Projects Engineers – Maintenance ( Diploma / Degree in E&E ) Entry level / Junior,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/projects-engineers-%E2%80%93-maintenance-entry-level-junior-recruitflash-1c7f7680e2246b657e876870c934ea7e?source=MCF&event=Search
STELLAR LINK PARTNERS PTE. LTD.,Equipment Integration Engineer (Manufacturing / MES / Semiconductor),Permanent ...,"$6,000to$9,000",https://www.mycareersfuture.gov.sg/job/information-technology/equipment-integration-engineer-stellar-link-partners-07b6ba208a62bfd90da896d8303be46d?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer - AutoCAD Software / Revit,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-autocad-software-revit-talent-trader-group-3bb2d0b4dca80fcc4e6e20401a4ccead?source=MCF&event=Search
STELLAR LINK PARTNERS PTE. LTD.,Equipment Integration Engineer (SECS / GEM / MES / Semiconductor),Permanent ...,"$6,000to$9,000",https://www.mycareersfuture.gov.sg/job/information-technology/equipment-integration-engineer-stellar-link-partners-63603856c680c26b3b960ad14b56dfce?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-83fd050cebe092390f71dcda2d4ae45a?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-25ced97603fa4dc5e49a861c48c6af60?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit) - URGENT,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-urgent-talent-trader-group-8bcec99cef0327fb1db6940643132e15?source=MCF&event=Search
ST ENGINEERING INFO-SECURITY PTE. LTD.,DevSecOps Engineer,Permanent,"$5,000to$7,200",https://www.mycareersfuture.gov.sg/job/information-technology/devsecops-engineer-st-engineering-info-security-bf2bfdb550e7facc7fcccc83b4345a5a?source=MCF&event=Search
STELLAR LINK PARTNERS PTE. LTD.,Software Developers - Full Stack / FE / BE (Java Spring / React / Angular / Vue.js),Permanent,"$5,000to$6,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-developers-full-stack-fe-stellar-link-partners-4c92a323aade454cc5906c777c4260c0?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-529dc238b725fff84690c44cd9597c95?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit) - URGENT,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-urgent-talent-trader-group-b1cca13fda9416e2b7d991646f0dbb4f?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Application Engineer (Software | IT | 5 days | Central ),Permanent,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/engineering/application-engineer-ea-recruitment-4e8a04a03340785216ffd4acba2e7652?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Engineer - Maintenance SCADA / DMS) systems,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/engineer-maintenance-scada-dms-systems-recruitflash-24623e3da6f6a33e8833bbef753b015f?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-talent-trader-group-68dd40e7ae701a91f86ca9feb13fa0bb?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit) - URGENT,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-urgent-talent-trader-group-58e294896aa09dd4c21f2de95eaa2b28?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,MNC Electrical Engineers / Project Engineer– Maintenance 66 / 22 / 6.6kV RTUs ( ( Junior / Entry level / Senior ) X3 Opening) Job Description,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/mnc-electrical-engineers-project-engineer%E2%80%93-maintenance-66-22-66kv-rtus-x3-opening-job-description-recruitflash-042621941fa5f28e0cea8db7a365e538?source=MCF&event=Search
MSD INTERNATIONAL GMBH (SINGAPORE BRANCH),Full-Stack Web App Engineer,Permanent,"$3,700to$6,900",https://www.mycareersfuture.gov.sg/job/information-technology/full-stack-web-app-engineer-msd-international-gmbh-d8721616bd33bb560f78e160ba995ae9?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,MNC Electrical Engineers / Project Engineer– Maintenance 66 / 22 / 6.6kV RTUs ( ( Junior / Entry level / Senior ) X3 Opening) Job Description,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/mnc-electrical-engineers-project-engineer%E2%80%93-maintenance-66-22-66kv-rtus-x3-opening-job-description-recruitflash-9be08fc1c97a49b8d12314dece96d5fd?source=MCF&event=Search
ACCEO PTE. LTD.,Senior Software Automation Control (Engineer / Manufacturer / East),Permanent ...,"$2,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-automation-control-acceo-279167fa484e0098712b00b68c10599b?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Senior / Design Engineer (AutoCAD Software / Revit),Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/senior-design-engineer-talent-trader-group-d1b56c81eafa74d74bac2adba1353865?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,IT Engineering Assistant (Software Application),Permanent ...,"$2,500to$3,150",https://www.mycareersfuture.gov.sg/job/information-technology/engineering-assistant-gmp-technologies-29e702d4106a1557a125ae677418787a?source=MCF&event=Search
JOHN ETHANS INTERNATIONAL PTE. LTD.,Automotive Electrical Engineer / IoT Specialist,Permanent,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/customer-service/automotive-electrical-engineer-iot-specialist-john-ethans-international-4f611808a1215dffd64d4d4e81e3e111?source=MCF&event=Search
APPLIED MATERIALS SOUTH EAST ASIA PTE. LTD.,Data Engineer,Permanent ...,"$2,700to$5,400",https://www.mycareersfuture.gov.sg/job/engineering/data-engineer-applied-materials-south-east-asia-f635f5769bab9c78a72f13a055df0186?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,2419 - Senior / Vision Development Engineer [ Up to $4800 / / 5 Days ],Permanent ...,"$3,000to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/2419-senior-vision-development-engineer-4800-5-days-supreme-hr-advisory-c7ce35322a58176ee5cf23a2aa8ff46f?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Assistant Engineer (IT Software / Homeland Security / Maintenance),Permanent ...,"$3,000to$3,500",https://www.mycareersfuture.gov.sg/job/engineering/assistant-engineer-ea-recruitment-1a4801c9a3439fa40602f3febca9ff69?source=MCF&event=Search
